objectid,cross2,notes,orderid,title,description,creator,location,date,dateCreated:start,dateCreated:end,type,content_type,format,subject,subject#0,subject#1,subject#2,subject#3,subject#4,subject#5,filename,customtext:LCHSObjectID,rights,location:placename/en2,locationCreated:placename,display_template,object_location,image_small,image_thumb
01-01-086,01-01-086,,,"Aerial view of Moscow, Idaho in color","Aerial view of Moscow, Idaho showing the entire city. This photograph was taken when the enrollment at the University of Idaho was 4,000 students.",,"Moscow, Idaho",1950,1950,1960,Image;StillImage,,image/jpeg,Moscow; Idaho; Railroad; University of Idaho,Moscow,Idaho,Railroad,University of Idaho,,,01-01-086.jpg,01-01-086,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-086.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-086_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-086_th.jpg
01-01-087,01-01-087,,,"Northeast Moscow, Idaho in color","Northeast region of Moscow, Idaho taken from the corner of Ridge Road and Paradise, in color.",,"Moscow, Idaho",1986,1986,,Image;StillImage,,image/jpeg,Moscow; Idaho; Railroad; Businesses,Moscow,Idaho,Railroad,businesses,,,01-01-087.jpg,01-01-087,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-087.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-087_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-087_th.jpg
01-01-088,01-01-088,,,"Northeast Moscow, Idaho in color","Northeast region of Moscow, Idaho taken from the corner of Styner (East) / Lauder (West) and Main Street, in color.",,"Moscow, Idaho",1986,1986,,Image;StillImage,,image/jpeg,Moscow; Idaho; Moscow Mountain; Businesses; Trees,Moscow,Idaho,Moscow Mountain,Businesses,Trees,,01-01-088.jpg,01-01-088,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-088.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-088_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-088_th.jpg
01-01-089,01-01-089,,,"Moscow Mountain from Ridge Road in Moscow, Idaho","Northeast section of Moscow, Idaho taken from Ridge Road in 1986 with the city of Moscow and Moscow Mountain.",,"Moscow, Idaho",1986,1986,,Image;StillImage,,image/jpeg,Moscow; Idaho; Moscow Mountain; Businesses; Trees; Residences,Moscow,Idaho,Moscow Mountain,Businesses,Trees,Residences,01-01-089.jpg,01-01-089,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-089.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-089_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-089_th.jpg
01-01-090,01-01-090,,,"A view north from Ridge Road in Moscow, Idaho","Northern view from Ridge Road in Moscow, Idaho in 1986.  The top of the University of Idaho Administration building can be seen on the left center of the image.",,"Moscow, Idaho",1986,1986,,Image;StillImage,,image/jpeg,Moscow; Idaho; Residences; University of Idaho; Water Tower; Residences,Moscow,Idaho,Residences,University of Idaho,Water Tower,Residences,01-01-090.jpg,01-01-090,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-090.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-090_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-090_th.jpg
01-01-091,01-01-091,,,"View east across Highway 95 from Moscow, Idaho","A view east across Highway 95 from Moscow, Idaho includes a view of the village of Hawthorne.",,"Moscow, Idaho",1986,1986,,Image;StillImage,,image/jpeg,Moscow; Idaho; Hawthorne; Farms,Moscow,Idaho,Hawthorne,Farms,,,01-01-091.jpg,01-01-091,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-091.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-091_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-091_th.jpg
01-01-092,01-01-092,,,"A view south from Moscow, Idaho","A view south from Moscow, Idaho from Ridge Road includes Hwy 95 and  Latah Care Center.",,"Moscow, Idaho",1986,1986,,Image;StillImage,,image/jpeg,Moscow; Idaho; Moscow Care Center; Highway 95,Moscow,Idaho,Moscow Care Center,Highway 95,,,01-01-092.jpg,01-01-092,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-092.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-092_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-092_th.jpg
01-01-093,01-01-093,,,"A view southeast from Walenta Hill in Moscow, Idaho","A view to the southeast of Moscow, Idaho taken from Walenta Hill showing farmland and a single residence.",,"Moscow, Idaho",1986,1986,,Image;StillImage,,image/jpeg,Moscow; Idaho; Walenta Hill; Farms; Silo,Moscow,Idaho,Walenta Hill,Farms,Silo,,01-01-093.jpg,01-01-093,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-093.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-093_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-093_th.jpg
01-01-094,01-01-094,,,"Business area south of Moscow, Idaho","A view of the business area south of Moscow, Idaho showing the palouse farmland, businesses, silos and Highway 95.",,"Moscow, Idaho",1986,1986,,Image;StillImage,,image/jpeg,Moscow; Idaho; Farmland; Palouse; Silos; Businesses,Moscow,Idaho,Farmland,Palouse,Silos,Businesses,01-01-094.jpg,01-01-094,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-094.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-094_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-094_th.jpg
01-01-095,01-01-095,,,"A view of Moscow, Idaho residences looking east","A view of Moscow, Idaho residences looking east.",,"Moscow, Idaho",1986,1986,,Image;StillImage,,image/jpeg,Moscow; Idaho; Residences; Hill,Moscow,Idaho,Residences,Hill,,,01-01-095.jpg,01-01-095,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-095.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-095_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-095_th.jpg
01-01-096,01-01-096,,,A view of Moscow from Ridge Road,"A view of Moscow, Idaho from Ridge Road looking north northeast showing the city of Moscow and Moscow Mountain.",,"Moscow, Idaho",1986,1986,,Image;StillImage,,image/jpeg,Moscow; Idaho; Moscow Mountain,Moscow,Idaho,Moscow Mountain,,,,01-01-096.jpg,01-01-096,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-096.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-096_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-096_th.jpg
01-01-097,01-01-097,,,Moscow from [Latah County] Court House,"A view of Moscow's Main Street and business district taken from the Latah county court house.  This is a post card with a notation on the back which reads:
""This is just a little reminder so you won't get lost the next time you go to Moscow, Ida.""",,"Moscow, Idaho",1930,1930,1940,Image;StillImage,,image/jpeg,Moscow; Idaho; Main Street; Businesses; Water Tower,Moscow,Idaho,Main Street,Businesses,Water Tower,,01-01-097.jpg,01-01-097,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-097.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-097_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-097_th.jpg
01-01-098,01-01-098,,,"Friendship square in Moscow, Idaho","A view of friendship square in Moscow, Idaho located on Main Street between Third and Sixth streets.",,"Moscow, Idaho",1980,1980,1990,Image;StillImage,,image/jpeg,Moscow; Idaho; Friendship Square,Moscow,Idaho,Friendship Square,,,,01-01-098.jpg,01-01-098,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-098.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-098_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-098_th.jpg
01-01-099,01-01-099,,,C.C.C. co. 1503 Camp Moscow SCC-1,"Civilian Conservation Corps Camp 1503 in Moscow, Idaho.  This camp was also home to the Soil Conservation Service Camp 1.
For more information on this camp see: Pictoral Review Civilian Conservation Corps Company 1503 Camp Moscow SCS-1 Moscow, Idaho.",,"Moscow, Idaho",1938-04,1938-04,,Image;StillImage,,image/jpeg,Moscow; Idaho; CCC; Civilian Conservation Corps; Soil Conservation Service,Moscow,Idaho,CCC,Civilian Conservation Corps,Soil Conservation Service,,01-01-099.jpg,01-01-099,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-099.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-099_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-099_th.jpg
01-01-103,01-01-103,,,No 42 View East from top of Hotel Moscow Idaho.,"A view east from the top of Hotel Moscow with views of David & Ely's store, Moscow City Hall, Moscow First United Methodist Church, and Moscow high school.",,"Moscow, Idaho",,,,Image;StillImage,,image/jpeg,Moscow; Idaho; Church; City Hall,Moscow,Idaho,Church,City Hall,,,01-01-103.jpg,01-01-103,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-103.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-103_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-103_th.jpg
01-01-104,01-01-104,,,"Aerial photo of downtown Moscow, Idaho","An aerial view of downtown Moscow, Idaho with views of Main Street and residential areas.",,"Moscow, Idaho",1933,1933,1936,Image;StillImage,,image/jpeg,Moscow; Idaho; Aerial; Downtown; Main Street,Moscow,Idaho,Aerial,Downtown,Main Street,,01-01-104.jpg,01-01-104,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-104.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-104_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-104_th.jpg
01-01-105,01-01-105,,,Lightning over Moscow Mountain,"Lightning over Moscow Mountain at approximately 8:30pm on July 30, 1990.",,"Moscow, Idaho",1993-07-30,1993-07-30,,Image;StillImage,,image/jpeg,Moscow Mountain; Lightning; Idaho,Moscow Mountain,Lightning,Idaho,,,,01-01-105.jpg,01-01-105,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-105.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-105_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-105_th.jpg
01-01-106,01-01-106,,,An aerial view of Msocow in 1957,"Aerial view of Moscow, Idaho in 1957 looking northeast from 6th and Main Streets showing the following locations: Walgreen System Drugs, Nuart Theatre, Major's, Powell plumbing & Heating, First United Methodist Church, Moscow High School & Latah County Courthouse among other buildings.",,"Moscow, Idaho",1957,1957,,Image;StillImage,,image/jpeg,Businesses; Residences; Moscow; Idaho; High School; Church,Businesses,Residences,Moscow,Idaho,High School,Church,01-01-106.jpg,01-01-106,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-106.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-106_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-106_th.jpg
01-01-107,01-01-107,,,"Aerial view of Moscow, Idaho from 1970","A color, aerial view of Moscow, Idaho from 1970.  The view shows the city and University of Idaho.",,"Moscow, Idaho",1970,1970,,Image;StillImage,,image/jpeg,Moscow; Idaho; University of Idaho,Moscow,Idaho,University of Idaho,,,,01-01-107.jpg,01-01-107,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-107.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-107_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-107_th.jpg
01-01-108,01-01-108,,,"Moscow, Idaho street scene, early 1950s.","Moscow, Idaho looking northwest from teh southeast corner of Adams St. and 5th Street. in the early 1950s.",,"Moscow, Idaho",1950,1950,1954,Image;StillImage,,image/jpeg,Moscow; Idaho; Streets,Moscow,Idaho,Streets,,,,01-01-108.jpg,01-01-108,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-108.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-108_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-108_th.jpg
01-01-109,01-01-109,,,"Looking across Moscow, Idaho with a view of Moscow Mountain.","Photograph looking across Moscow, Idaho with a view of Moscow mountain. The photographer notes: ""Taken from hill where Hoag used to live, over Forest Nursery looking North East. Washburn-Wilson Seed Company warehouse long building left foreground, Norther Pacific Roundhouse in front."" Taken in the early 1950s.",,"Moscow, Idaho",1950,1950,1954,Image;StillImage,,image/jpeg,Moscow; Idaho; Warehouse; Moscow Mountain; Roundhouse,Moscow,Idaho,Warehouse,Moscow Mountain,Roundhouse,,01-01-109.jpg,01-01-109,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-109.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-109_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-109_th.jpg
01-01-110,01-01-110,,,"Panoramic view of Moscow, Idaho showing the railroad","Panoramic view ov Moscow, Idaho highlighting the railroad. Photographer's notes say ""Taken from the Forest Nursery. Looking north from Taylor Avenue. The University of Idaho Forestry Nursery buildings in foreground. Early 1950s.""",,"Moscow, Idaho",1950,1950,1954,Image;StillImage,,image/jpeg,Moscow; Idaho; University of Idaho; Forestry; Railroad,Moscow,Idaho,University of Idaho,Forestry,Railroad,,01-01-110.jpg,01-01-110,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-110.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-110_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-110_th.jpg
01-01-111,01-01-111,,,"Panoramic view of Moscow, Idaho including Russell School","Looking northeast across Moscow, Idaho showing Potlatch Lumber company, 120 W 6th Street in foreground. 6th and Main Streets are located in the bottom right.  Russell School can be seen in the top center of the image.",,"Moscow, Idaho",1950,1950,1954,Image;StillImage,,image/jpeg,Moscow; Idaho; Potlatch Lumber Company,Moscow,Idaho,Potlatch Lumber Company,,,,01-01-111.jpg,01-01-111,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-111.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-111_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-111_th.jpg
01-01-112,01-01-112,,,"Panoramic view of Moscow, Idaho showing Tomer Butte",Looking east from Lauder and Taylor Avenue with Tomer Butte in the background.,,"Moscow, Idaho",1950,1950,1954,Image;StillImage,,image/jpeg,Moscow; Idaho; Tomer Butte,Moscow,Idaho,Tomer Butte,,,,01-01-112.jpg,01-01-112,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-112.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-112_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-112_th.jpg
01-01-113,01-01-113,,,"A Street scene from Moscow, Idaho","A street scene showing residential areas of Moscow, Idaho with a garage in the foreground, early 1950s.",,"Moscow, Idaho",1950,1950,1954,Image;StillImage,,image/jpeg,Moscow; Idaho; Street Scene; Garage; Residential,Moscow,Idaho,Street Scene,Garage,Residential,,01-01-113.jpg,01-01-113,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-113.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-113_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-113_th.jpg
01-01-114,01-01-114,,,"Moscow, Idaho looking north from 6th and Jackson Streets","Looking north from 6th and Jackson Streets, roof of the Mark P. Miller Flour Mill is in the foreground.",,"Moscow, Idaho",1950,1950,1954,Image;StillImage,,image/jpeg,Moscow; Idaho; Residential; Businesses,Moscow,Idaho,Residential,Business,,,01-01-114.jpg,01-01-114,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-114.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-114_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-114_th.jpg
01-01-115,01-01-115,,,"Moscow, Idaho looking west across the railroad tracks at the University of Idaho","A view of Moscow, IDaho looking west across the railroad tracks at the University of Idaho.  Photo shows 6th Street going into campus and a coal steam locomotive moving down the railroad tracks.",,"Moscow, Idaho",1950,1950,1954,Image;StillImage,,image/jpeg,Moscow; Idaho; University of Idaho; Railroad; Locomotive,Moscow,Idaho,University of Idaho,Railroad,Locomotive,,01-01-115.jpg,01-01-115,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-115.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-115_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-115_th.jpg
01-01-116,01-01-116,,,"Panoramic view of southwest Moscow, Idaho showing the railroad and University of Idaho","Panoramic view of Moscow, Idaho looking southwest.  In this image railroad tracks and warehouses are visible along with the University of Idaho Forestry Nursery, Sigma Alpha Epsilon house.",,"Moscow, Idaho",1950,1950,1954,Image;StillImage,,image/jpeg,Moscow; Idaho; Railroad; Sigma Alpha Epsilon; University of Idaho; Forestry,Moscow,Idaho,Railroad,Sigma Alpha Epsilon,University of Idaho,Forestry,01-01-116.jpg,01-01-116,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-116.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-116_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-116_th.jpg
01-01-117,01-01-117,,,"Panoramic view of the University of Idaho located in Moscow, Idaho","Panoramic view of the University of Idaho from behind the railroad tracks, buildings in the image include the Administratino Building, Morrill Hall and ""I"" water tower among others.",,"Moscow, Idaho",1950,1950,1954,Image;StillImage,,image/jpeg,Moscow; Idaho; Railroad; University of Idaho; Administration Building; Water Tower,Moscow,Idaho,Railroad,University of Idaho,Administration Building,Water Tower,01-01-117.jpg,01-01-117,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-117.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-117_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-117_th.jpg
01-01-118,01-01-118,,,"Looking down on 6th Street in Moscow, Idaho","Looking at the roofs of warehouses and 6th Street in Moscow, Idaho.  In the upper left corner you can see Johnnie's Cafe serving Coca-Cola with sandwiches, steaks and a fountain.",,"Moscow, Idaho",1950,1950,1954,Image;StillImage,,image/jpeg,Moscow; Idaho; Warehouse; Johnnie's; Coca-Cola,Moscow,Idaho,Warehouse,Johnnie's,Coca-Cola,,01-01-118.jpg,01-01-118,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-118.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-118_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-118_th.jpg
01-01-119,01-01-119,,,"Looking over Moscow, Idaho towards Moscow Mountain","Looking over Moscow, Idaho towards Moscow Mountain, circa 1965.",,"Moscow, Idaho",1965,1965,,Image;StillImage,,image/jpeg,Moscow; Idaho; Moscow Mountain,Moscow,Idaho,Moscow Mountain,,,,01-01-119.jpg,01-01-119,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-119.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-119_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-119_th.jpg
01-01-120,01-01-120,,,"Looking over Moscow, Idaho towards Moscow Mountain","Looking over Moscow, Idaho towards Moscow Mountain, circa 1965.",,"Moscow, Idaho",1965,1965,,Image;StillImage,,image/jpeg,Moscow; Idaho; Moscow Mountain; Aerial,Moscow,Idaho,Moscow Mountain,Aerial,,,01-01-120.jpg,01-01-120,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-120.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-120_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-120_th.jpg
01-01-121,01-01-121,,,"Aerial view of Moscow, Idaho in color","An aerial view of Moscow, Idaho in color.  This image shows the University of Idaho, and Moscow Mountain.",,"Moscow, Idaho",1960,1960,1969,Image;StillImage,,image/jpeg,Moscow; Idaho; Moscow Mountain; University of Idaho; Aerial,Moscow,Idaho,Moscow Mountain,University of Idaho,Aerial,,01-01-121.jpg,01-01-121,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-121.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-121_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-121_th.jpg
01-01-122,01-01-122,,,"Downtown Moscow, Idaho looking northwest","Downtown view of Moscow, Idaho looking northwest showing Latah County Grain Growers Inc. silos and warehouse in the foreground.",,"Moscow, Idaho",1960,1960,1969,Image;StillImage,,image/jpeg,Moscow; Idaho; Silos; Warehouses; Businesses,Moscow,Idaho,Silos,Warehouses,Business,,01-01-122.jpg,01-01-122,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-122.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-122_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-122_th.jpg
01-01-123,01-01-123,,,"Aerial view of Moscow, Idaho looking east","Aerial view of Moscow, Idaho looking east showing the University of Idaho, railroad, downtown and residential districts.",,"Moscow, Idaho",1960,1960,1969,Image;StillImage,,image/jpeg,Moscow; Idaho; University of Idaho; Railroad; Residential; Downtown,Moscow,Idaho,University of Idaho,Railroad,Residential,Downtown,01-01-123.jpg,01-01-123,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-123.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-123_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-123_th.jpg
01-01-124,01-01-124,,,"Aerial view of Moscow, Idaho Main Street","An aerial view of Moscow, Idaho's Main Street showing the railroad and business district of Moscow, Idaho.",,"Moscow, Idaho",1960,1960,1969,Image;StillImage,,image/jpeg,Moscow; Idaho; Railroad; Main Street; Downtown,Moscow,Idaho,Railroad,Main Street,Downtown,,01-01-124.jpg,01-01-124,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-124.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-124_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-124_th.jpg
