identifier,title,description,creator,location,date,dateCreated:start,dateCreated:end,type,content_type,format,subject,subject#0,subject#1,subject#2,subject#3,subject#4,subject#5,filename,customtext:LCHSObjectID,rights,location:placename/en2,locationCreated:placename,object_thumb,object_location,reference_url
"01-05-193","Almon Asbury Lieuallen house","Almon Asbury Lieuallen house at 101 South Almon Donor: Edna Gravom?","","Moscow, ID","1980","1980","","Image;StillImage","","image/jpeg","Residential; Idaho","Residential","","","","","Idaho","01-05-193.jpg","01-05-193","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-193_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-193.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-193.html"
"01-05-194","Almon Asbury Lieuallen house","Almon Asbury Lieuallen house","","Moscow, ID","1980","1980","","Image;StillImage","","image/jpeg","Residential; Idaho","Residential","","","","","Idaho","01-05-194.jpg","01-05-194","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-194_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-194.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-194.html"
"01-05-195","McConnell Mansion","McConnell Mansion at 2nd and Adams Sts, Moscow, ID","","Moscow, ID","1983","1983","","Image;StillImage","","image/jpeg","Residential; McConnell Mansion; Idaho","Residential","McConnell Mansion","","","","Idaho","01-05-195.jpg","01-05-195","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-195_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-195.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-195.html"
"01-05-196","H. L. Coates home","H.L. Coates home (farm)","","Moscow, ID","","","","Image;StillImage","","image/jpeg","Residential; Idaho","Residential","","","","","Idaho","01-05-196.jpg","01-05-196","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-196_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-196.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-196.html"
"01-05-197","Dr. Watkin&#39;s home","Dr. Watkin&#39;s home at 402 S. Van Buren where he lived from Sept. 1908 until June 1909 Donor: Carl Van Engen Sr.","","Moscow, ID","1908","1908?","","Image;StillImage","","image/jpeg","Residential; Idaho","Residential","","","","","Idaho","01-05-197.jpg","01-05-197","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-197_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-197.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-197.html"
"01-05-198","McConnell Mansion","McConnell Mansion Donor: Clarice Sampson (1985)","","Moscow, ID","1960","ca.1960-1970","","Image;StillImage","","image/jpeg","Residential; McConnell Mansion; Idaho","Residential","McConnell Mansion","","","","Idaho","01-05-198.jpg","01-05-198","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-198_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-198.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-198.html"
"01-05-199","Charles &amp; Julia Moore home","Charles &amp; Julia Moore home at the southeast corner of D and Howard Sts. (later the Ursuline Academy) Donor: Cliff Ott","","Moscow, ID","","","","Image;StillImage","","image/jpeg","Residential; Charles &amp; Julia Moore home; Idaho","Residential","Charles &amp; Julia Moore home","","","","Idaho","01-05-199.jpg","01-05-199","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-199_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-199.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-199.html"
"01-05-201","Alfred Spotswood home","Alfred Spotswood home at 505 East A St.. (after 1945 was Loyal Talbott&#39;s home )","","Moscow, ID","","","","Image;StillImage","","image/jpeg","Residential; Alfred Spotswood home; Idaho","Residential","Alfred Spotswood home","","","","Idaho","01-05-201.jpg","01-05-201","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-201_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-201.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-201.html"
"01-05-202","Edmondson home","Edmondson home at 425 East 3rd St., Moscow, ID Appears in Julie Monroe&#39;s Images of Moscow with following caption: &quot;Emma Edmundson and her family ran a rooming house in the structure pictured here around 1912. Located at 425 East Third Street, this ouse is in use today as an apartment building.&quot;","","Moscow, ID","1914","1914","","Image;StillImage","","image/jpeg","Residential; Edmondson home; Idaho","Residential","Edmondson home","","","","Idaho","01-05-202.jpg","01-05-202","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-202_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-202.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-202.html"
"01-05-203","Pleasant Home Boarding House","Pleasant Home Boarding House at 213 S. Jackson St, Moscow Copy from Clifford Ott","","Moscow, ID","","","","Image;StillImage","","image/jpeg","Residential; Pleasant Home Boarding House; Idaho","Residential","Pleasant Home Boarding House","","","","Idaho","01-05-203.jpg","01-05-203","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-203_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-203.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-203.html"
"01-05-204","Jesse Randall home","Jesse Randall home at 820 East B St. copy from Cliff Ott","","Moscow, ID","","","","Image;StillImage","","image/jpeg","Residential; Jesse Randall home; Idaho","Residential","Jesse Randall home","","","","Idaho","01-05-204.jpg","01-05-204","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-204_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-204.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-204.html"
"01-05-205","Frank L. White farm house","Frank L. White farm house at 318 N. Hayes St., Moscow, ID copy by Cliff Ott","","Moscow, ID","","","","Image;StillImage","","image/jpeg","Residential; Frank L. White farm house; Idaho","Residential","Frank L. White farm house","","","","Idaho","01-05-205.jpg","01-05-205","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-205_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-205.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-205.html"
"01-05-206","C. L. Butterfield home","C. L. Butterfield home at 403 N. Polk St., Moscow, ID","","Moscow, ID","","","","Image;StillImage","","image/jpeg","Residential; C. L. Butterfield home; Idaho","Residential","C. L. Butterfield home","","","","Idaho","01-05-206.jpg","01-05-206","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-206_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-206.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-206.html"
"01-05-207","Baker/Shields home","William Baker (1900) / M.J. Shields home at 411 East B. St., Moscow, ID","","Moscow, ID","1900","1900","","Image;StillImage","","image/jpeg","Residential; Baker, Shields home; Idaho","Residential","Baker.Shields home","","","","Idaho","01-05-207.jpg","01-05-207","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-207_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-207.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-207.html"
"01-05-208","Jerome Day Home","Jerome Day home from the Mike Fritz postcard collection","","Moscow, ID","","","","Image;StillImage","","image/jpeg","Residential; Jerome Day Home; Idaho","Residential","Jerome Day Home","","","","Idaho","01-05-208.jpg","01-05-208","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-208_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-208.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-208.html"
"01-05-209","Jerome Day Home","Jerome Day home","","Moscow, ID","","","","Image;StillImage","","image/jpeg","Residential; Jerome Day Home; Idaho","Residential","Jerome Day Home","","","","Idaho","01-05-209.jpg","01-05-209","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-209_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-209.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-209.html"
"01-05-210","Gustav Johnson home","Gustav Johnson home on 6th St., Moscow, ID Donated by Victoria Olsen","","Moscow, ID","","","","Image;StillImage","","image/jpeg","Residential; Gustav Johnson home; Idaho","Residential","Gustav Johnson home","","","","Idaho","01-05-210.jpg","01-05-210","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-210_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-210.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-210.html"
"01-05-211","Moody home","Moody home at 722 Lynn Ave, Moscow (exterior) View 1 taken by Mabel Moody one morning as she left for Creighton&#39;s Store where she worked. View 2 shows Mabel Moody, Mr. Moody and son, Maurice, on the porch.","","Moscow, ID","","","","Image;StillImage","","image/jpeg","Residential; Moody, Maurice Drummond Moody, Mabel Joanna; Moody Home; Idaho","Residential","Moody, Maurice Drummond Moody, Mabel Joanna","Moody Home","","","Idaho","01-05-211-002.jpg","01-05-211","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-211-002_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-211-002.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-211-002.html"
"01-05-212","Moody home dining room","dining room of the Moody home at 722 Lynn Ave., Moscow (interior)","","Moscow, ID","1900","early 1900s","","Image;StillImage","","image/jpeg","Residential; Moody Home; Idaho","Residential","Moody Home","","","","Idaho","01-05-212.jpg","01-05-212","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-212_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-212.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-212.html"
"01-05-213","McConnell Mansion as Adair home","Adair home at 110 S. Adams St. (McConnell Mansion)","","Moscow, ID","1900","1900-1935","","Image;StillImage","","image/jpeg","Residential; McConnell Mansion; Idaho","Residential","McConnell Mansion","","","","Idaho","01-05-213.jpg","01-05-213","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-213_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-213.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-213.html"
"01-05-214","Mrs. Kelly&#39;s boys singing group in the McConnell Mansion","Mrs. Kelly&#39;s boys singing group inside the McConnell Mansion: (l to r) Bobby Christenson, Bobby Smith, Frank Halverson, Harry Falkins, Billy Christenson, Gerry Hagedorn, unknown (see also 01-11-007) donated by Gerry Hagedorn","","Moscow, ID","1932","1932-1933","","Image;StillImage","","image/jpeg","Residential; Hagedorn, Gerald Frederick (Gerry) Halverson, Frank Christenson, Robert Christenson, William Falkins, Harry Smith, Robert; Idaho","Residential","Hagedorn, Gerald Frederick (Gerry) Halverson, Frank Christenson, Robert Christenson, William Falkins, Harry Smith, Robert","","","","Idaho","01-05-214.jpg","01-05-214","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-214_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-214.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-214.html"
"01-05-215","Curtis-Romig home","Curtis-Romig home, North Maim, Donor: Eula Greene Miller","","Moscow, ID","1912","1912","","Image;StillImage","","image/jpeg","Residential; Curtis-Romig home; Idaho","Residential","Curtis-Romig home","","","","Idaho","01-05-215.jpg","01-05-215","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-215_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-215.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-215.html"
"01-05-216","McCallie house","McCallie house","","Moscow, ID","","","","Image;StillImage","","image/jpeg","Residential; McCallie house; Idaho","Residential","McCallie house","","","","Idaho","01-05-216.jpg","01-05-216","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-216_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-216.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-216.html"
"01-05-217","Dr. Adair farm","Dr. Adair farm (Not Losina and William Adair) In front: Molly Walker, John Walker, their twin boys Donor: Ruth Bruce","","Moscow, ID","","","","Image;StillImage","","image/jpeg","Residential; Dr. Adair farm; Idaho","Residential","Dr. Adair farm","","","","Idaho","01-05-217.jpg","01-05-217","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-217_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-217.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-217.html"
"01-05-218","McConnell Mansion","McConnell Mansion Donor: Keith Peterson","","Moscow, ID","1988","1988","","Image;StillImage","","image/jpeg","Residential; McConnell Mansion; Idaho","Residential","McConnell Mansion","","","","Idaho","01-05-218.jpg","01-05-218","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-218_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-218.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-218.html"
"01-05-219","Centennial Annex (LCHS)","Centennial Annex (LCHS) on 2nd St., Moscow Donor: Keith Petersen","","Moscow, ID","1988","1988","","Image;StillImage","","image/jpeg","Residential; Centennial Annex (LCHS); Idaho","Residential","Centennial Annex (LCHS)","","","","Idaho","01-05-219.jpg","01-05-219","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-219_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-219.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-219.html"
"01-05-220","Exterior of Moscow home","Exterior of Moscow home with family on front step, Donor: D.D. DuSault","","Moscow, ID","1900","ca.1900","","Image;StillImage","","image/jpeg","Residential; Idaho","Residential","","","","","Idaho","01-05-220.jpg","01-05-220","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-220_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-220.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-220.html"
"01-05-221","Paulson Residence","Paulson Residence, 804 South Washington (later, Anderton Apartments, then razed in 1973 to build Marbrooke Medical building) Mabel (daughter) on porch, Jennie (mother) in yard, John (father) on steps, Elmer (son) in buggy in the street Donor: William T. Marineau","","Moscow, ID","1893","1893","","Image;StillImage","","image/jpeg","Residential; Paulson, Elmer M. Paulson, Jennie Rawson Paulson, John Paulson, Mabel; Paulson Residence; Idaho","Residential","Paulson, Elmer M. Paulson, Jennie Rawson Paulson, John Paulson, Mabel","Paulson Residence","","","Idaho","01-05-221.jpg","01-05-221","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-221_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-221.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-221.html"
"01-05-222","Dimond home","Charles and Leora Dimond home, 117 South Monroe St, Moscow Donor: Miri K. Hargus","","Moscow, ID","","","","Image;StillImage","","image/jpeg","Residential; Dimond home; Idaho","Residential","Dimond home","","","","Idaho","01-05-222.jpg","01-05-222","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-222_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-222.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-222.html"
"01-05-223","506 Ridge Rd","House AT 506 Ridge Road Donor: Dr. John Ayers","","Moscow, ID","1986","1986","","Image;StillImage","","image/jpeg","Residential; Idaho","Residential","","","","","Idaho","01-05-223.jpg","01-05-223","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-223_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-223.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-223.html"
"01-05-224","Wylie A. Lauder home","Wylie Lauder home, Van Buren and Second St., Moscow. Hops vine are growing up the string on the porch. Donor: Jeanette Talbott","","Moscow, ID","1894","ca.1894","","Image;StillImage","","image/jpeg","Residential; Wylie A. Lauder home; Idaho","Residential","Wylie A. Lauder home","","","","Idaho","01-05-224.jpg","01-05-224","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-224_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-224.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-224.html"
"01-05-225","C. H. Whitmore plowing his garden","C. H. Whitmore plowing his garden on N. Morton St., one block W of Main","","Moscow, ID","","","","Image;StillImage","","image/jpeg","Residential; Idaho","Residential","","","","","Idaho","01-05-225.jpg","01-05-225","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-225_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-225.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-225.html"
"01-05-226","O. C. Carssow house","O. C. Carssow house at Spotswood and Harrison Sts., Moscow","","Moscow, ID","1933-02-02","2/2/1933","","Image;StillImage","","image/jpeg","Residential; O. C. Carssow house; Idaho","Residential","O. C. Carssow house","","","","Idaho","01-05-226.jpg","01-05-226","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-226_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-226.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-226.html"
"01-05-227","O C Carssow house","O. C. Carssow house at Spotswood and Harrison Sts., Moscow","","Moscow, ID","1933","1933","","Image;StillImage","","image/jpeg","Residential; O. C. Carssow house; Idaho","Residential","O C Carssow house","","","","Idaho","01-05-227.jpg","01-05-227","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-227_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-227.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-227.html"
"01-05-228","O C Carssow house","O. C. Carssow house at Spotswood and Harrison Sts., Moscow","","Moscow, ID","","","","Image;StillImage","","image/jpeg","Residential; O. C. Carssow house; Idaho","Residential","O C Carssow house","","","","Idaho","01-05-228.jpg","01-05-228","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-228_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-228.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-228.html"
"01-05-229","O C Carssow house","O. C. Carssow house, January 1921, at Spotswood and Harrison Sts., Moscow","","Moscow, ID","1921","1921","","Image;StillImage","","image/jpeg","Residential; O. C. Carssow house; Idaho","Residential","O C Carssow house","","","","Idaho","01-05-229.jpg","01-05-229","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-229_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-229.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-229.html"
"01-05-230","O C Carssow house","O. C. Carssow house, at Spotswood and Harrison Sts., Moscow","","Moscow, ID","","","","Image;StillImage","","image/jpeg","Residential; O. C. Carssow house; Idaho","Residential","O C Carssow house","","","","Idaho","01-05-230.jpg","01-05-230","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-230_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-230.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-230.html"
"01-05-231","Day Mansion","Jerome J. Day mansion at A and Van Buren Sts. Donor: Loris Jones","","Moscow, ID","","","","Image;StillImage","","image/jpeg","Residential; Day Mansion; Idaho","Residential","Day Mansion","","","","Idaho","01-05-231.jpg","01-05-231","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-231_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-231.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-231.html"
"01-05-232","Lieuallen house","Asbury Lieuallen house at west end of First St, Moscow Donor: Loris Jones","","Moscow, ID","1954","1954?","","Image;StillImage","","image/jpeg","Residential; Lieuallen house; Idaho","Residential","Lieuallen house","","","","Idaho","01-05-232.jpg","01-05-232","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-232_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-232.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-232.html"
"01-05-233","Lauder home","Lauder home, 1310 Deakin St, Moscow","","Moscow, ID","","","","Image;StillImage","","image/jpeg","Residential; Lauder home; Idaho","Residential","Lauder home","","","","Idaho","01-05-233.jpg","01-05-233","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-233_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-233.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-233.html"
"01-05-237","McConnell Mansion interior","McConnell Mansion interior","","Moscow, ID","1989","1989","","Image;StillImage","","image/jpeg","Residential; McConnell Mansion; Idaho","Residential","McConnell Mansion","","","","Idaho","01-05-237.jpg","01-05-237","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-237_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-237.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-237.html"
"01-05-238","McConnell Mansion interior","McConnell Mansion interior","","Moscow, ID","1989","1989","","Image;StillImage","","image/jpeg","Residential; McConnell Mansion; Idaho","Residential","McConnell Mansion","","","","Idaho","01-05-238.jpg","01-05-238","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-238_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-238.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-238.html"
"01-05-239","McConnell Mansion in winter","McConnell Mansion Exterior, snow","","Moscow, ID","1989","1989","","Image;StillImage","","image/jpeg","Residential; McConnell Mansion; Idaho","Residential","McConnell Mansion","","","","Idaho","01-05-239.jpg","01-05-239","Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.","","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-05-239_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-05-239.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-05-239.html"
